Fri Apr 03 19:25:05 CEST 2015;jmfredes;Rancagua Ñuñoa Santiago Chile;Build,Your,Own,Smartphone,http://t.co/o7uYHyTwfJ,(http://t.co/akxbuWOQBK),#DIY
Fri Apr 03 19:24:59 CEST 2015;MoonLady69;California;@BestBedrooms,Neon,light,under,your,bed,#DIY,http://t.co/zA9on2p1WA
Fri Apr 03 19:24:59 CEST 2015;SickGamingCliq;Worldwide;@SheraShinobi,Cool,idea,@TheGirlsOnGames,Broken,#N64,controller,problem,#DIY,#nintendo,#recycle,#geek,#gamer,#desk,http://t.co/4…
Fri Apr 03 19:24:53 CEST 2015;arkmandine;;@BestBedrooms,Neon,light,under,your,bed,#DIY,http://t.co/zA9on2p1WA
Fri Apr 03 19:24:46 CEST 2015;_Katiemylady124;;@BestBedrooms,Neon,light,under,your,bed,#DIY,http://t.co/zA9on2p1WA
Fri Apr 03 19:24:23 CEST 2015;Chalupa_24;Taylor's Madre Casa ;@BestBedrooms,Neon,light,under,your,bed,#DIY,http://t.co/zA9on2p1WA
Fri Apr 03 19:24:10 CEST 2015;LowesFlorida;Florida;Setting,tiles,Use,pennies,spacers,They're,easy,remove,#diy,#savemoney,#lifehack,#makessense,https://t.co/OJXOgAxSxh
Fri Apr 03 19:24:01 CEST 2015;coastalgirlchas;;Make,your,own,Foil,Embossed,Vase,http://t.co/Rh1TGARPEp,#crafts,#creativity,#diy
Fri Apr 03 19:23:55 CEST 2015;Stormdrane;Georgia, USA;Stormdrane's,Blog,Heat/Flame,Anodizing,Titanium,Project,for,Paracord,Applications,http://t.co/OutOPrnISM,#paracord,#edc,#titanium,#diy
Fri Apr 03 19:23:55 CEST 2015;Joneschews;Rockford, IL;DIY,flying,bug,trap,Happy,spring,http://t.co/E6nbb0U8Cr,#diy,#BugTrap,#wasp
Fri Apr 03 19:23:46 CEST 2015;KimGiancaterino;Los Angeles;Sweet,Easter,Treats,Chocolate,Covered,Carrot,Strawberries,for,Easter..adorable,and,yummy,#DIY,#Eas,http://t.co/JycpgvRzdH
Fri Apr 03 19:23:13 CEST 2015;bell_husna;far far away;@BestBedrooms,Neon,light,under,your,bed,#DIY,http://t.co/zA9on2p1WA
Fri Apr 03 19:23:12 CEST 2015;VampirSexKttns;;Facebook,Offers,MusiciansOlive,Branch,With,Events,Subscription…,http://t.co/KU2Kfwargi,#DIY,#MusicBusiness,#SocialMedia,#technology,#music
